Test Case ID,Test Run Id,Failed Steps,Exception Name,Execution Time for test step,Predecessor TestCase ID,Successor TestCase ID,Buckets Items
506,122,10.2,"Inavlid selector:Unable to locate element: {""method"":""xpath"",""selector"":""//div[@id=""FindPolicyScreen-FNOLWizardFindPolicyPanelSet-PolicyResultLV-0-Insured""]/div/div""}",33:09.4,507,515,Automation Issue
515,122,9.3,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",36:48.1,506,514,Automation Issue
514,122,9.3,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",40:56.9,515,511,Automation Issue
511,122,10.2,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",45:16.6,514,510,Automation Issue
510,122,10.2,org.openqa.selenium.StaleElementReferenceException: Web element no longer present in web page{'xpath'://select[@id=policy_type]},18:20.2,511,508,Application Issue
508,122,10.2,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",22:56.5,510,512,Automation Issue
512,122,10.2,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",27:09.9,508,509,Automation Issue
509,122,10.2,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",31:44.1,512,516,Automation Issue
516,122,10.2,"Unable to find object with specified locator (""Id""=""FNOLWizard-Next"")",35:44.8,509,513,Automation Issue
513,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",41:02.2,516,469,Automation Issue
469,122,10.2,"System info: host: 'WEDWSVMT01XADU', ip: '10.94.133.25', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_211'",46:13.1,513,468,Environment Issue
468,122,10.2,"Verification Failed. Expected text: ""Step 4 of 6: Add costs information"" Not found in element",51:27.8,469,478,Automation Issue
478,122,9.3,"Verification Failed. Expected text: ""Step 4 of 6: Add costs information"" Not found in element",55:17.7,468,477,Automation Issue
477,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",00:35.5,478,474,Automation Issue
474,122,10.2,LimitExceedException,06:06.4,477,479,Environment Issue
479,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",11:50.4,474,473,Automation Issue
473,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",17:00.2,479,471,Automation Issue
471,122,10.2,Using of Method in appropriate time:illegalstatmentException,21:53.6,473,475,Application Issue
475,122,10.2,Using of Method in appropriate time:illegalstatmentException,27:59.1,471,472,Application Issue
472,122,10.2,"Verification Failed. Expected text: ""Step 6 of 6: Save and Assign Claim"" Not found in element",33:13.1,475,470,Automation Issue
470,122,10.2,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",38:20.0,472,476,Automation Issue
476,122,11.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",44:08.5,470,443,Automation Issue
443,122,2.2,"Verification Failed. Expected text: ""Step 4 of 6: Add costs information"" Not found in element",45:25.0,476,389,Automation Issue
389,122,10.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",09:11.7,443,320,Automation Issue
320,122,10.11,AuthenticationNotSupportedException,15:25.8,389,341,Infrastrature Issue
341,122,10.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",21:05.6,320,348,Automation Issue
348,122,10.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",32:49.8,341,351,Automation Issue
351,122,3.6,"Unable to find object with specified locator (""Name""=""TCODV-insurance_company"")",34:37.6,348,350,Automation Issue
350,122,10.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",40:56.3,351,336,Automation Issue
336,122,10.11,"Unable to find object with specified locator (""Name""=""FNOLWizard-FullWizardStepSet-FNOLWizard_CreditCard_TCOScreen-OtherInsuranceCompany_TCODV-insurance_company"")",21:28.1,350,0,Automation Issue
